Date,Close/Last,Volume,Open,High,Low
04/02/2018,$220.06,2688697,$220.84,$223.87,$216.11
03/29/2018,$223.19,3785043,$225.00,$226.4797,$220.16
03/28/2018,$223.10,4246406,$228.80,$229.90,$220.20
03/27/2018,$230.96,3014423,$239.38,$241.209,$228.70
03/26/2018,$235.94,3322856,$236.61,$237.77,$229.38
03/23/2018,$230.08,3975792,$236.52,$238.82,$229.34
03/22/2018,$236.11,5095676,$245.00,$245.17,$233.72
03/21/2018,$250.05,2641659,$254.26,$254.26,$249.03
03/20/2018,$254.46,2359195,$253.75,$256.74,$252.11
03/19/2018,$252.83,3087709,$261.47,$261.76,$250.35
03/16/2018,$262.39,4644499,$259.61,$263.70,$257.21
03/15/2018,$262.71,2505453,$263.01,$264.75,$260.49
03/14/2018,$259.35,2342565,$259.73,$262.75,$256.725
03/13/2018,$258.35,2564488,$268.00,$268.00,$257.34
03/12/2018,$265.67,2573403,$264.92,$270.58,$263.24
03/09/2018,$263.56,3755736,$259.25,$267.60,$257.86
03/08/2018,$257.14,2284689,$257.54,$258.55,$254.86
03/07/2018,$257.26,1657859,$255.93,$258.32,$254.16
03/06/2018,$258.73,2590490,$257.99,$260.00,$255.73
03/05/2018,$254.89,2269157,$248.09,$256.33,$246.21
03/02/2018,$250.60,2431239,$242.32,$251.58,$240.66
03/01/2018,$249.75,3004554,$251.63,$256.20,$245.68
02/28/2018,$252.34,2671582,$254.00,$255.00,$250.5728
02/27/2018,$250.46,2694540,$253.50,$257.5605,$250.21
02/26/2018,$256.25,2590913,$251.34,$256.29,$250.86
02/23/2018,$250.74,1788876,$250.00,$252.00,$246.89
02/22/2018,$249.35,2349450,$248.09,$249.43,$244.355
02/21/2018,$246.92,2412659,$247.72,$252.95,$246.75
02/20/2018,$245.43,2216619,$243.07,$248.01,$242.14
02/16/2018,$244.72,2197885,$248.00,$248.74,$242.90
02/15/2018,$248.20,5588248,$240.99,$248.29,$237.13
02/14/2018,$235.89,7922485,$236.04,$239.88,$232.688
02/13/2018,$225.60,4633884,$223.41,$227.70,$221.80
02/12/2018,$221.64,3081793,$219.99,$223.24,$218.5402
02/09/2018,$215.67,4632536,$213.46,$218.41,$207.74
02/08/2018,$212.07,4151485,$223.01,$225.71,$211.70
02/07/2018,$222.50,2410358,$228.26,$229.6599,$222.50
02/06/2018,$228.77,5047874,$218.00,$230.00,$216.00
02/05/2018,$225.32,3936116,$229.42,$235.69,$224.58
02/02/2018,$233.17,3321965,$237.49,$238.4999,$232.43
02/01/2018,$240.53,2740974,$243.33,$248.23,$239.37
01/31/2018,$246.92,3605961,$247.48,$248.18,$242.40
01/30/2018,$244.07,4570575,$247.87,$249.35,$241.20
01/29/2018,$253.73,3335056,$256.66,$256.98,$252.80
01/26/2018,$260.25,2394341,$255.76,$260.4266,$253.80
01/25/2018,$254.14,2188333,$259.83,$260.00,$253.03
01/24/2018,$257.96,2851371,$258.58,$263.41,$252.10
01/23/2018,$257.35,2229640,$252.89,$257.54,$251.26
01/22/2018,$254.34,2293313,$255.99,$256.42,$249.50
01/19/2018,$255.98,1824216,$255.87,$258.33,$254.36
01/18/2018,$254.96,2042168,$255.49,$256.15,$252.553
01/17/2018,$255.49,2215546,$260.75,$260.89,$253.08
01/16/2018,$257.78,4089801,$259.69,$265.77,$256.78
01/12/2018,$253.04,3039427,$252.49,$256.98,$250.87
01/11/2018,$250.22,1731018,$250.40,$251.49,$246.89
01/10/2018,$248.95,2178347,$251.49,$253.74,$247.90
01/09/2018,$254.73,2617194,$253.54,$254.99,$248.05
01/08/2018,$250.82,2414646,$247.14,$253.86,$246.75
01/05/2018,$245.14,2603087,$246.84,$248.00,$242.60
01/04/2018,$245.73,1575387,$249.00,$249.20,$244.28
01/03/2018,$245.55,1906018,$244.86,$246.2641,$240.0901
01/02/2018,$242.40,2689315,$236.49,$242.82,$235.26
12/29/2017,$234.21,1135993,$234.83,$236.13,$232.50
12/28/2017,$234.74,1005434,$238.57,$239.00,$234.40
12/27/2017,$237.71,928749,$237.50,$239.14,$235.61
12/26/2017,$237.83,1290595,$237.21,$238.77,$235.377
12/22/2017,$239.05,1169596,$237.76,$241.79,$237.45
12/21/2017,$239.49,2046179,$234.48,$240.83,$234.01
12/20/2017,$233.37,1747232,$236.04,$236.95,$231.29
12/19/2017,$235.62,2721836,$241.59,$242.00,$235.13
12/18/2017,$240.93,2070932,$235.82,$241.49,$234.90
12/15/2017,$233.48,5009986,$233.00,$233.48,$229.31
